Alloy,No,Component,Fraction,a,delta,Tm,Hmix,D_Hmix,Sid,Elec_nega,D_elec_nega,VEC,D_VEC,BulkModulus,D_Bulk,Phase_inshort
AlCrTiVZr,5,Al Cr Ti V Zr,1 1 1 1 1,1.4124,0.086809189,1873.094,-20.32,9.750372301,1.609437912,1.554,0.118760263,4.4,1.019803903,1.15E+11,38.84848059,IM
B2CoMo2,3,B Co Mo,2 1 2,1.1234,0.223498447,2451.2,-31.04,7.720965743,1.054920168,2.056,0.10307279,5.4,2.244994432,2.56E+11,55.35341001,IM
CdIn3Na2,3,Cd In Na,1 3 2,1.660333333,0.083774199,437.535,-4,1.247219129,1.011404265,1.481666667,0.391382876,3.833333333,3.760171391,25765000000,14.10103631,IM
Al0.5CoCrCuFeNiTi1.8 ,7,Al Co Cr Cu Fe Ni Ti,0.5 1 1 1 1 1 1.8,1.316794521,0.072086115,1754.15137,-15.86038656,9.765559584,1.890416484,1.747534247,0.151989373,7.219178082,2.741095548,1.46E+11,32.9025013,IM+SS
AlTi,2,Al Ti,1 1,1.447,0.010366275,1437.235,-30,0,0.693147181,1.575,0.035,3.5,0.5,93000000000,17,IM
CaAl2Zn2,3,Ca Al Zn,1 2 2,1.526,0.14784248,873.46,-12.8,6.43341278,1.054920168,1.504,0.252634123,6.4,4.586937976,61800000000,22.56014184,IM
Al31Cu16Ni14,3,Al Cu Ni,31 16 14,1.348918033,0.063157393,1227.112951,-9.833915614,6.259918961,1.032811151,1.754918033,0.147355074,6.704918033,3.782376139,1.17E+11,43.63292682,IM
HfNbTiZr,4,Hf Nb Ti Zr,1 1 1 1,1.518,0.048723866,2331.25,2.5,1.211919964,1.386294361,1.4425,0.129687123,4.25,0.433012702,1.15E+11,35.44545399,SS
FeCoNiCuAl,5,Fe Co Ni Cu Al,1 1 1 1 1,1.2896,0.056094722,1519.648,-5.28,6.70314553,1.609437912,1.826,0.111462998,8.2,2.785677655,1.49E+11,39.4279089,SS
Al13Ru4,2,Al Ru,13 4,1.409882353,0.028281193,1327.241765,-15.11418685,2.496658954,0.545594574,1.748823529,0.250267677,4.176470588,2.120912515,1.10E+11,61.08228043,IM
Zr66Al8Ni26,3,Zr Al Ni,66 8 26,1.4965,0.103809205,1928.4376,-44.7568,3.727142597,0.826537633,1.5032,0.252463383,5.48,2.692508124,99630000000,47.65922191,AM
Cd5Li4Mg,3,Cd Li Mg,5 4 1,1.5517,0.018269005,570.886,-11.6,2.709686329,0.943348392,1.368,0.335255127,6.6,5.407402334,29900000000,15.45606677,IM
Mg65Cu15Ag5Pd5Gd10,5,Mg Cu Ag Pd Gd,65 15 5 5 10,1.55345,0.093637487,1115.3645,-13.24,8.15576802,1.09440863,1.463,0.298062074,4.3,3.769615365,68050000000,43.47237629,AM
CoCrCuFeNi,5,Co Cr Cu Fe Ni,1 1 1 1 1,1.253,0.010332037,1768.954,3.2,4.051666324,1.609437912,1.836,0.092217135,8.8,1.720465053,1.66E+11,14.96662955,SS
MoNbTiVZr,5,Mo Nb Ti V Zr,1 1 1 1 1,1.4346,0.068534137,2379.6,-2.72,2.102417656,1.609437912,1.652,0.274765354,4.8,0.748331477,1.48E+11,54.31492531,SS
Mg65Cu20Ni5Gd10,4,Mg Cu Ni Gd,65 20 5 10,1.53865,0.107344199,1116.504,-5.86,3.243353974,0.981941601,1.447,0.264690385,4.3,3.769615365,70050000000,45.756393,AM
AlCrTaTiZr,5,Al Cr Ta Ti Zr,1 1 1 1 1,1.4352,0.07857283,2094.494,-20,10.09752445,1.609437912,1.528,0.113384302,4.4,1.019803903,1.23E+11,49.79294908,AM
Al6CoMn,3,Al Co Mn,6 1 1,1.399125,0.044375959,1110.9775,-14.5625,2.262942917,0.73562194,1.63625,0.094198925,4.25,2.222048604,94500000000,35.38007914,IM
AuSn4,2,Au Sn,1 4,1.5844,0.044938147,671.53,-6.4,1.44,0.500402424,2.076,0.232,5.4,2.8,90400000000,64.8,IM
Ce65Al12.5Ni12.5Cu10,4,Ce Al Ni Cu,65 12.5 12.5 10,1.6488,0.148668041,1164.61075,-28.135,5.823898958,1.03012779,1.358,0.33499403,4.675,3.117591218,60300000000,58.39957192,AM
B4Fe4Nd,3,B Fe Nd,4 4 1,1.098222222,0.251152365,1992.222222,-30.02469136,8.277252404,0.964962923,1.846666667,0.268741925,5.222222222,2.484519975,2.21E+11,97.36985616,IM
FeNi2CrCuAl0.6,5,Fe Ni Cr Cu Al,1 2 1 1 0.6,1.271285714,0.044886672,1672.295,-3.265306122,5.994159081,1.52994535,1.817142857,0.115506869,8.357142857,2.510183342,1.56E+11,31.22294747,SS
B6Ni21Ta2,3,B Ni Ta,6 21 2,1.170551724,0.157962479,1964,-23.25802616,3.900508322,0.744129541,1.90862069,0.122832214,8.206896552,2.940552497,2.10E+11,56.23121962,IM
AlCoCr1.5Cu0.5FeNi,6,Al Co Cr Cu Fe Ni,1 1 1.5 0.5 1 1,1.280416667,0.053413543,1698.225833,-7.555555556,5.900727676,1.748155457,1.778333333,0.120473602,7.416666667,2.531742922,1.53E+11,36.13247231,SS
MnCrFe1.5Ni0.5Al0.3,5,Mn Cr Fe Ni Al,1 1 1.5 0.5 0.3,1.282116279,0.047027487,1758.032791,-5.505678745,3.755528221,1.481770318,1.719302326,0.129693652,7.186046512,1.646077988,1.51E+11,29.29789557,SS
CuEr,2,Cu Er,1 1,1.517,0.157547792,1563.885,-23,0,0.693147181,1.57,0.33,7,4,92000000000,48,IM
CoCrFeNiAlNb0.1,6,Co Cr Fe Ni Al Nb,1 1 1 1 1 0.1,1.286647059,0.059188612,1704.994118,-13.31795463,5.908742672,1.674389267,1.774509804,0.12190182,7.156862745,2.4763394,1.54E+11,38.98836073,SS
NiCoFeCrAl0.3,5,Ni Co Fe Cr Al,1 1 1 1 0.3,1.259674419,0.037575522,1806.288605,-7.268793943,3.910516654,1.542613125,1.805348837,0.107516334,7.88372093,1.955425396,1.66E+11,25.85184732,SS
B2NiTa,3,B Ni Ta,2 1 1,1.079,0.247492994,2428.5,-46.25,9.380206887,1.039720771,1.8725,0.221514672,5.25,2.861380786,2.55E+11,65.38348415,IM
AlCoCrCuFeNiTiV,8,Al Co Cr Cu Fe Ni Ti V,1 1 1 1 1 1 1 1,1.309375,0.063384349,1737.78,-13.9375,8.7606938,2.079441542,1.745,0.140267601,7,2.738612788,1.47E+11,34.46737588,SS
Al0.5CoCrCuFeNiV0.6 ,7,Al Co Cr Cu Fe Ni V,0.5 1 1 1 1 1 0.6,1.273868852,0.04093038,1741.197541,-4.074173609,6.042357234,1.915349257,1.797213115,0.117586817,7.950819672,2.425454019,1.58E+11,28.06430976,IM+SS
ZrHfTiCuCo,5,Zr Hf Ti Cu Co,1 1 1 1 1,1.4344,0.102415552,1940.154,-23.52,11.38775483,1.609437912,1.59,0.258611678,6.4,3.006659276,1.22E+11,36.31498007,AM
Co3Sn2,2,Co Sn,3 2,1.3986,0.129252355,1262.832,0,0,0.673011667,1.912,0.039191836,7,2.449489743,1.31E+11,59.76754972,IM
Co1.5Cr2Fe1.5NiAlMn2V ,7,Co Cr Fe Ni Al Mn V,1.5 2 1.5 1 1 2 1,1.293,0.048379564,1761.097,-10.15,5.161710593,1.903686688,1.7135,0.133201914,6.95,1.961504525,1.50E+11,32.28916227,IM
NaZn13,2,Na Zn,1 13,1.428,0.083321563,669.6935714,1.591836735,1.13527562,0.257318641,1.598571429,0.185428351,11.21428571,2.832933145,65450000000,16.4052583,IM
Al2Fe,2,Al Fe,2 1,1.368333333,0.065801411,1225.98,-9.777777778,0.576161081,0.636514168,1.683333333,0.103708995,4.666666667,2.357022604,1.07E+11,44.31202495,IM
Al0.5CrCuFeNi2,5,Al Cr Cu Fe Ni,0.5 1 1 1 2,1.268363636,0.041996254,1685.728182,-2.512396694,5.818518464,1.515707952,1.820909091,0.113093248,8.454545455,2.425757103,1.58E+11,29.54755237,SS
AlCo3.5CrCu0.5FeNi,6,Al Co Cr Cu Fe Ni,1 3.5 1 0.5 1 1,1.2731875,0.047546288,1689.919375,-7.03125,5.451680601,1.574679442,1.8175,0.108195425,8,2.263846285,1.61E+11,33.82214511,SS
AuCu,2,Au Cu,1 1,1.36,0.060294118,1347.55,-9,0,0.693147181,2.22,0.32,11,0,1.80E+11,40,IM
Co0.5Cr0.5Fe0.5NiAlMnV0.5,7,Co Cr Fe Ni Al Mn V,0.5 0.5 0.5 1 1 1 0.5,1.3113,0.05559264,1630.294,-15.96,6.599414519,1.886696785,1.714,0.142562267,6.8,2.441311123,1.42E+11,39.29834602,SS
Mg65Ni20Nd15,3,Mg Ni Nd,65 20 15,1.53585,0.094776924,1139.65,-8.02,4.122172122,0.886464476,1.4045,0.259624248,3.75,3.144439537,70050000000,55.16201138,AM
La66Al14Cu20,3,La Al Cu,66 14 20,1.69622,0.152377934,1189.6198,-25.2448,5.819805672,0.871383575,1.3314,0.332968527,4.6,3.2,57120000000,44.53521753,AM
SrCaYbMgZn0.5Cu0.5,6,Sr Ca Yb Mg Zn Cu,1 1 1 1 0.5 0.5,1.7531,0.163688622,1041.045,-10.6,5.40348036,1.748067349,1.227,0.305681206,4.1,3.726929031,41978787879,37.02802354,AM
Cu58.1Zr35.9Al6,3,Cu Zr Al,58.1 35.9 6,1.403915,0.109164109,1608.82457,-23.119748,5.143006936,0.852061678,1.67797,0.269049771,8.007,3.531706528,1.11E+11,33.7817893,AM
AuNi2Sn4,3,Au Ni Sn,1 2 4,1.487714286,0.110431443,973.3785714,-4.734693878,2.823437172,0.955699891,2.028571429,0.209927101,6.714285714,3.149343955,1.16E+11,68.10076568,IM
AlCrFeNiMo0.5,5,Al Cr Fe Ni Mo,1 1 1 1 0.5,1.299888889,0.061121774,1800.104444,-11.85185185,4.966599136,1.58109375,1.797777778,0.172225806,6.666666667,2.449489743,1.56E+11,46.9651828,SS
Ni55Nb20Hf5Ti20,4,Ni Nb Hf Ti,55 20 5 20,1.3424,0.082439846,2013.9,-32.74,8.731425256,1.122372129,1.7435,0.193604623,7.5,2.783882181,1.61E+11,29.40663191,AM
CoFeNi1.4VMo,5,Co Fe Ni V Mo,1 1 1.4 1 1,1.28062963,0.037059927,2051.333333,-9.163237311,4.353169794,1.599165411,1.884074074,0.163622403,7.777777778,1.892154041,1.84E+11,23.27741683,IM+SS
Sb3Y5,2,Sb Y,3 5,1.625,0.140619088,1463.2925,-63.75,2.057522403,0.661563238,1.53125,0.401822022,3.75,0.968245837,41375000000,0.484122918,IM
Ni57Zr20Ti13Pd10,4,Ni Zr Ti Pd,57 20 13 10,1.35838,0.105634554,1845.695,-43.378,14.71108738,1.137782583,1.7749,0.274289974,8.02,2.821276307,1.49E+11,45.42687653,AM
FeCoNiCrTi,5,Fe Co Ni Cr Ti,1 1 1 1 1,1.2898,0.066805618,1885.6,-16.32,8.371723837,1.609437912,1.764,0.141506184,7.4,2.154065923,1.60E+11,26.07680962,IM+SS
B2CoNb,3,B Co Nb,2 1 1,1.08,0.247692541,2303.5,-45.25,9.573115023,1.039720771,1.89,0.179722008,5,2.449489743,2.48E+11,72.5861557,IM
Al2CaSi2,3,Al Ca Si,2 1 2,1.4292,0.210275543,1271.188,-34.88,8.879718914,1.054920168,1.604,0.328670047,3.2,0.748331477,73800000000,30.36050065,IM
Co5Cr2Mo3,3,Co Cr Mo,5 2 3,1.2842,0.04017462,2188.8,-4.6,1.153082824,1.029653014,1.92,0.177763888,7.5,1.5,1.91E+11,26.62705391,IM
Ni60Zr28Nb7Al5,4,Ni Zr Nb Al,60 28 7 5,1.36807,0.115247253,1871.8135,-43.0104,8.479275566,0.99886058,1.7109,0.256472591,7.62,2.935234233,1.44E+11,50.54545809,AM
Ti2CrCuFeCoNi,6,Ti Cr Cu Fe Co Ni,2 1 1 1 1 1,1.312714286,0.07240603,1818.11,-14.04081633,9.481291617,1.747868097,1.751428571,0.154774358,7.428571429,2.610809555,1.50E+11,28.28427125,IM
Dy5Sb3,2,Dy Sb,5 3,1.6075,0.13371731,1392.0425,-62.8125,2.02726472,0.661563238,1.53125,0.401822022,3.75,0.968245837,41375000000,0.484122918,IM
Al12Mg17,2,Al Mg,12 17,1.531068966,0.054363704,927.3324138,-1.940546968,0.02928135,0.678209394,1.434137931,0.147753692,2.413793103,0.492512305,57827586207,15.26788147,IM
NiCoFeCrMo0.1Al0.3,5,Ni Co Fe Cr Mo Al,1 1 1 1 0.1 0.3,1.249585366,0.014656299,1896.731707,-3.902439024,1.694477754,1.467147586,1.828292683,0.108961896,8.195121951,1.501535997,1.74E+11,12.0725548,SS
Ag5Sn,2,Ag Sn,5 1,1.474166667,0.044241028,1113.288333,-1.666666667,0.496903995,0.450561209,1.935,0.01118034,9.833333333,2.608745974,93000000000,15.65247584,IM
Ni61Zr27Nb7Al5,4,Ni Zr Nb Al,61 27 7 5,1.3645,0.114578677,1867.8135,-42.4148,8.322971128,0.990975569,1.7167,0.254342505,7.68,2.921917179,1.45E+11,50.14077059,AM
Cu17Sn3,2,Cu Sn,17 3,1.3293,0.091866716,1229.8665,3.57,1.224754975,0.422709088,1.909,0.021424285,9.95,2.49949995,1.28E+11,29.27985656,IM
CoCrCuFeNiTi,6,Co Cr Cu Fe Ni Ti,1 1 1 1 1 1,1.287833333,0.061173418,1797.628333,-8.444444444,8.579811695,1.791759469,1.786666667,0.138764389,8,2.380476143,1.57E+11,24.94438258,IM+SS
AlBe4Mn,3,Al Be Mn,1 4 1,1.215666667,0.103826936,1448.745,-6.555555556,3.224137362,0.867563228,1.573333333,0.017950549,3,1.825741858,1.19E+11,19.72026594,IM
Ag2Al,2,Ag Al,2 1,1.440666667,0.004253766,1134.443333,-3.555555556,0.20951312,0.636514168,1.823333333,0.150849447,8.333333333,3.771236166,92000000000,11.3137085,IM
B6Hf2Ni21,3,B Hf Ni,6 2 21,1.180758621,0.171260783,1909.931034,-26.53983353,5.926296753,0.744129541,1.894827586,0.170083563,8.137931034,3.025456796,2.04E+11,61.72895377,IM
MgCu,2,Mg Cu,50 50,1.4395,0.112191733,1140.385,-3,0,0.693147181,1.605,0.295,6.5,4.5,92500000000,47.5,AM
Al4Li9,2,Al Li,4 9,1.492230769,0.026908604,601.3146154,-3.408284024,0.273099681,0.61724177,1.173846154,0.290769231,1.615384615,0.923076923,31000000000,30,IM
NbTiV2Zr,4,Nb Ti V Zr,1 1 2 1,1.4252,0.074805076,2237,-1.28,1.500207986,1.33217904,1.546,0.112889326,4.6,0.489897949,1.34E+11,37.98391472,SS
Zr38.5Ti16.5Ni9.75Cu15.15Be20,5,Zr Ti Ni Cu Be,38.5 16.5 9.75 15.15 20,1.400487487,0.135289628,1827.55471,-33.2217102,13.37488797,1.500050585,1.555780781,0.223476638,5.246746747,3.192313862,1.10E+11,35.85947473,AM
CoCrFeNi,4,Co Cr Fe Ni,1 1 1 1,1.24675,0.003021159,1871.75,-3.75,1.636975107,1.386294361,1.82,0.096695398,8.25,1.479019946,1.73E+11,8.291561976,SS
Au52Pd2.3Cu29.2Si16.5,4,Au Pd Cu Si,52 2.3 29.2 16.5,1.344886,0.082487017,1412.28059,-20.634916,6.170784807,1.083554817,2.2397,0.315699081,9.822,2.592357228,1.76E+11,48.35859386,AM
AlCo0.5CrCu0.5FeNi,6,Al Co Cr Cu Fe Ni,1 0.5 1 0.5 1 1,1.2865,0.057070382,1643.071,-7.92,6.263754784,1.748067349,1.78,0.12239281,7.4,2.690724809,1.49E+11,38.4,SS
AuBe5,2,Au Be,1 5,1.180333333,0.09914224,1522.888333,0,0,0.450561209,1.731666667,0.361497656,3.5,3.354101966,1.45E+11,33.54101966,IM
AgMg3,2,Ag Mg,1 3,1.562,0.043245827,1000.9825,-7.5,1.082531755,0.562335145,1.465,0.268467875,4.25,3.897114317,58750000000,23.8156986,IM
Zr57Ti5Cu20Ni8Be10,5,Zr Ti Cu Ni Be,57 5 20 8 10,1.45489,0.124749139,1875.804,-30.6216,10.28772813,1.22439878,1.5249,0.248738799,5.68,3.202748819,1.01E+11,37.55356452,AM
BCo2,2,B Co ,1 2,1.107333333,0.183481651,1961.333333,-21.33333333,1.257078722,0.636514168,1.933333333,0.075424723,7,2.828427125,2.27E+11,65.99663291,IM
Cr50Co29Nb7B14,4,Cr Co Nb B,50 29 7 14,1.20212,0.133713301,2123.94,-20.0244,8.003736406,1.166961156,1.7728,0.147581029,6.38,1.948229966,1.89E+11,53.58908471,AM
Ti1Zr1Cu1Ni1Be1,5,Ti Zr Cu Ni Be,1 1 1 1 1,1.3434,0.12527682,1742.954,-30.24,13.75624367,1.609437912,1.65,0.224053565,6.2,3.6,1.26E+11,35.85309533,AM
Al5Co2,2,Al Co,5 2,1.380285714,0.059239521,1171.907143,-15.51020408,1.576529096,0.598269589,1.687142857,0.121973567,4.714285714,2.710523709,1.06E+11,46.98241095,IM
AlCoCr2Cu0.5FeNi,6,Al Co Cr Cu Fe Ni,1 1 2 0.5 1 1,1.278,0.051830718,1735.285385,-7.195266272,5.641018606,1.711845135,1.769230769,0.119965478,7.307692308,2.461538462,1.53E+11,34.7699115,SS
Ti40Zr25Ni3Cu12Be20,5,Ti Zr Ni Cu Be,40 25 3 12 20,1.40189,0.121747782,1835.1724,-25.8764,11.13837134,1.394605827,1.5478,0.17550829,4.62,2.71580559,1.10E+11,26.8048231,AM
Al3Ca8,2,Al Ca,3 8,1.827636364,0.132562915,1065.491818,-15.8677686,1.840337898,0.585952618,1.166363636,0.271670681,2.272727273,0.445361771,33090909091,26.27634451,IM
NbCrFeMnCoNi,6,Nb Cr Fe Mn Co Ni,1 1 1 1 1 1,1.294333333,0.054946307,1959.333333,-12,6.620674689,1.791759469,1.738333333,0.140643363,7.5,1.707825128,1.63E+11,20.54804668,IM+SS
Al9Mn11,2,Al Mn,9 11,1.3869,0.02941415,1255.5115,-18.81,0.094523807,0.688138814,1.577,0.029849623,5.2,1.989974874,1.00E+11,21.88972362,IM
Ni50Nb20Hf2.5Ti17.5,4,Ni Nb Hf Ti,50 20 2.5 17.5,1.337888889,0.078862519,2018.138889,-32.08641975,8.171608885,1.078753693,1.752222222,0.182803949,7.555555556,2.753224821,1.62E+11,28.19683898,AM
CoCrFeNiPd,5,Co Cr Fe Ni Pd,1 1 1 1 1,1.2724,0.040404358,1863.01,-5.6,3.06333152,1.609437912,1.896,0.174882818,8.6,1.496662955,1.74E+11,8,SS
Al4Cu5,2,Al Cu,4 5,1.346444444,0.056833548,1169.192222,-0.987654321,0.006134617,0.686961577,1.771111111,0.144102159,7.444444444,3.97523196,1.12E+11,31.80185568,IM
Cu60.3Zr37.2Al2.5,3,Cu Zr Al,60.3 37.2 2.5,1.40275,0.111180044,1633.68806,-22.334172,3.365453925,0.7650988,1.68071,0.273636978,8.196,3.459130527,1.13E+11,33.69168196,AM
Al11Mn4,2,Al Mn,11 4,1.410133333,0.025715132,1089.611333,-14.86222222,1.829794181,0.579915171,1.594,0.026532998,4.066666667,1.768866555,87733333333,19.4575321,IM
AgPt3,2,Ag Pt,1 3,1.4015,0.017919898,1839.7825,-0.75,0.108253175,0.562335145,2.1925,0.151554446,10.25,0.433012702,1.98E+11,56.29165125,IM
Al2Li3Si2,3,Al Li Si,2 3 2,1.389571429,0.110750648,943.1442857,6.530612245,11.58595594,1.078992208,1.422857143,0.398881088,2.428571429,1.293626448,55000000000,39.16995933,IM
Cd10Cu3,2,Cd Cu,10 3,1.501076923,0.081397736,770.4238462,4.26035503,0.732955994,0.540204142,1.738461538,0.088478259,11.76923077,0.421325044,64615384615,41.28985434,IM
Al0.5CoCrCuFeNiTi0.2,7,Al Co Cr Cu Fe Ni Ti,0.5 1 1 1 1 1 0.2,1.276035088,0.0493137,1701.702632,-4.148968914,6.793731655,1.857740065,1.805789474,0.11875003,8.122807018,2.428414944,1.56E+11,30.32886333,SS
CoZn,2,Co Zn,1 1,1.323,0.054421769,1230.34,-5,0,0.693147181,1.765,0.115,10.5,1.5,1.25E+11,55,IM
FeCoNiCrCuAl3,6,Fe Co Ni Cr Cu Al,1 1 1 1 1 3.0,1.320125,0.066100026,1455.6475,-10.5625,6.680235723,1.667461933,1.75125,0.131475996,6.625,3.119995994,1.32E+11,45.14905868,SS
AlCoCrFeNb0.25Ni,6,Al Co Cr Fe Nb Ni,1 1 1 1 0.25 1,1.290714286,0.060986832,1734.851429,-14.65759637,6.407686034,1.724242094,1.76952381,0.123615232,7.095238095,2.467015971,1.54E+11,38.52519275,IM+SS
Mg2Ni9Y,3,Mg Ni Y,2 9 1,1.3515,0.139676664,1599.75,-10.08333333,5.674648008,0.721463687,1.7525,0.273621545,8.083333333,3.328120925,1.46E+11,59.04159315,IM
CaAlZn,3,Ca Al Zn,1 1 1,1.601,0.165893148,913.7166667,-18.22222222,6.556810928,1.098612289,1.42,0.297433466,5.666666667,4.496912521,54333333333,26.51205177,IM
Zr46.75Ti8.25Cu7.5Ni10Be27.5,5,Zr Ti Cu Ni Be,46.75 8.25 7.5 10 27.5,1.4006675,0.14876022,1858.60525,-38.92175,12.65995692,1.340849545,1.514075,0.208811265,4.575,2.836260743,1.06E+11,37.04026754,AM
Al2Zr3,2,Al Zr,2 3,1.5346,0.054589176,1650.188,-42.24,0.862220389,0.673011667,1.442,0.137171426,3.6,0.489897949,72900000000,2.531139401,IM
Ti53Cu27Ni12Zr3Al7Si3B,7,Ti Cu Ni Zr Al Si B,53 27 12 3 7 3 1,1.377886792,0.086004211,1703.736604,-24.8508366,10.91405203,1.366788232,1.687169811,0.185603324,6.386792453,3.306856099,1.24E+11,33.60189122,AM
AlMn,2,Al Mn,1 1,1.391,0.029475198,1226.235,-19,0,0.693147181,1.58,0.03,5,2,98000000000,22,IM
Ni65Nb5Cr5Mo5P14B6,6,Ni Nb Cr Mo P B,65 5 5 5 14 6,1.20955,0.107040659,1699.802,-28.9532,9.045915472,1.173429179,1.9415,0.148501683,8.23,2.481350439,1.66E+11,71.56250694,AM
CdSn10,2,Cd Sn,1 10,1.615272727,0.009254752,513.1836364,0,0,0.304636097,1.935454545,0.077619543,4.727272727,2.299838298,56545454545,4.599676597,IM
B2Co3Zr,3,B Co Zr,2 3 1,1.166,0.235413601,2021.333333,-45.44444444,10.7038639,1.011404265,1.841666667,0.239751028,6.166666667,2.852873795,2.08E+11,87.80030038,IM
CrCuFeNiZr,5,Cr Cu Fe Ni Zr,1 1 1 1 1,1.3234,0.106086283,1840.954,-14.4,11.9391792,1.609437912,1.726,0.217310837,7.8,2.561249695,1.44E+11,38.98005188,SS
Zr39.88Ti15.12Ni9.98Cu13.77Be21.25,5,Zr Ti Ni Cu Be,39.88 15.12 9.98 13.77 21.25,1.4003622,0.137644169,1833.044929,-34.26628064,13.44128242,1.484390056,1.549125,0.221818855,5.1377,3.145749308,1.10E+11,36.18917569,AM
Mg32Al24.5Zn24.5,3,Mg Al Zn,32 24.5 24.5,1.487574074,0.062373018,856.5021605,-2.501905197,1.191731419,1.090269752,1.503580247,0.157207959,5.327160494,4.413545713,61938271605,13.88564022,IM
AlCrCuFeNi,5,Al Cr Cu Fe Ni,1 1 1 1 1,1.2892,0.056280862,1602.048,-4,6.477653896,1.609437912,1.782,0.124161186,7.6,2.870540019,1.45E+11,37.04267809,SS
CoCrCuFeMn,5,Co Cr Cu Fe Mn,1 1 1 1 1,1.2738,0.031470329,1727.154,4.16,3.840499967,1.609437912,1.764,0.136323146,8.2,1.720465053,1.54E+11,21.54065923,SS
CrNbTiVZr,5,Cr Nb Ti V Zr,1 1 1 1 1,1.4118,0.08678228,2236.4,-4.64,3.054020301,1.609437912,1.552,0.117881296,4.8,0.748331477,1.34E+11,37.98391472,IM+SS
Ni40Cu6Ti16Zr28Al10,5,Ni Cu Ti Zr Al,40 6 16 28 10,1.40104,0.107382417,1772.4132,-42.8112,13.81818802,1.415222868,1.6578,0.247986209,6.72,3.168848371,1.25E+11,48.17613517,AM
B6Ni21Sb2,3,B Ni Sb,6 21 2,1.163655172,0.151921601,1799.433103,-13.26991677,6.598398972,0.744129541,1.946551724,0.059264216,8.206896552,2.940552497,1.99E+11,70.64217076,IM
Ni57.5Zr24Nb11Al7.5,4,Ni Zr Nb Al,57.5 24 11 7.5,1.36576,0.109887013,1876.83025,-41.7726,9.638342766,1.097774715,1.7142,0.244375449,7.485,2.956311046,1.45E+11,49.50107743,AM
B6CaNi11,3,B Ca Ni,6 1 11,1.144555556,0.246821208,1900.611111,-22.13580247,2.913089698,0.827738157,1.902777778,0.227127119,7.222222222,3.48895966,2.18E+11,81.20833215,IM
Al2La,2,Al La,2 1,1.581,0.133281354,1019.98,-33.77777778,1.990374643,0.636514168,1.44,0.240416306,3,0,60000000000,22.627417,IM
Zr50Ni50,2,Zr Ni,50 50,1.4245,0.125307125,1928,-49,0,0.693147181,1.62,0.29,7,3,1.25E+11,54.58333333,AM
Ce70Al10Ni10Cu10,4,Ce Al Ni Cu,70 10 10 10,1.6731,0.141207767,1151.624,-25.12,5.270318396,0.940447989,1.326,0.323765347,4.5,3.008321791,55000000000,55.60035971,AM
BFe14Nd2,3,B Fe Nd,1 14 2,1.263176471,0.134029966,1781.764706,-6.006920415,6.075547782,0.578325287,1.761176471,0.232097402,7.117647059,1.906100205,1.63E+11,59.2373678,IM
CoCrFeNiAlNb0.75,6,Co Cr Fe Ni Al Nb,1 1 1 1 1 0.75,1.30273913,0.065024412,1823.125217,-18.02646503,7.477701174,1.786723603,1.754782609,0.127411335,6.913043478,2.430119759,1.55E+11,37.08713492,IM+SS
